td,code,target
T001,A478,0.056939501779359476
T001,A483,-0.029126213592232997
T001,A485,0.046067415730337125
T001,A488,-0.011413719064300998
T001,A489,-0.014018691588784993
T001,A491,0.09411764705882364
T001,A496,0.008846213687181859
T001,A497,0.052568697729987963
T001,A501,-0.09090283376924746
T001,A502,0.027749279398114224
T001,A504,0.05174830473159831
T001,A505,-0.03698630136986303
T001,A506,-0.014778325123152691
T001,A507,-0.011061946902654829
T001,A509,-0.04574332909783985
T001,A513,0.2073417583018764
T001,A514,0.03281249999999991
T001,A517,-0.04761904761904767
T001,A518,-0.024922118380062308
T001,A520,-0.02405498281786944
T001,A522,0.028000000000000025
T001,A523,0.2796725784447476
T001,A529,-0.04157303370786514
T001,A530,-0.027658596383695944
T001,A537,0.045454545454545414
T001,A538,0.07986501687289094
T001,A540,-0.030610124389052418
T001,A541,0.017543859649122858
T001,A548,0.04641096096661279
T001,A551,-0.04844290657439443
T001,A552,-0.010729448089540685
T001,A553,0.03805774278215224
T001,A557,-0.025991792065663488
T001,A558,0.10736842105263156
T001,A564,-0.03755868544600938
T001,A566,0.1217106869110971
T001,A574,-0.03745318352059923
T001,A581,-0.026431718061673992
T001,A587,0.004567222419297634
T001,A591,-0.0015625000000000222
T001,A594,-0.06428964175443053
T001,A599,0.10183639398998334
T001,A606,-0.030748663101604286
T001,A609,-0.053441295546558736
T001,A610,-0.039835164835164805
T001,A614,0.012618296529968376
T001,A616,0.012658227848101332
T001,A618,0.02846534653465338
T001,A619,-0.01195219123505975
T001,A620,-0.051075268817204256
T001,A626,-0.02690582959641253
T001,A627,-0.012367491166077715
T001,A628,-0.010482180293501007
T001,A636,0.07507987220447276
T001,A637,-0.08510638297872343
T001,A639,-0.012195121951219523
T001,A640,0.12595419847328235
T001,A641,0.035851472471190686
T001,A643,-0.02043596730245234
T001,A645,0.012499999999999956
T001,A647,-0.03455341543903545
T001,A648,-0.002277904328018221
T001,A649,-0.048192771084337394
T001,A652,0.0092592592592593
T001,A653,-0.012401708044139205
T001,A658,0.07906976744186056
T001,A659,0.05263157894736836
T001,A662,-0.06301229508196726
T001,A663,0.05652759084791392
T001,A664,0.0716155479824172
T001,A666,-0.011763249133234229
T001,A668,-0.0023752969121140213
T001,A670,-0.06956068891120781
T001,A673,0.026136363636363624
T001,A675,-0.05243902439024395
T001,A683,0.1181434599156117
T001,A687,-0.020361990950226283
T001,A688,-0.05135499765368368
T001,A690,0.10629246676514036
T001,A692,0.1360041413821862
T001,A694,-0.06072874493927127
T001,A696,0.02487499999999998
T001,A697,0.0
T001,A698,-0.032298136645962705
T001,A699,0.0998925886143931
T001,A701,0.004140786749482484
T001,A708,-0.033625730994152
T001,A709,-0.005078075409419847
T001,A711,0.065359477124183
T001,A713,-0.04605087014725573
T001,A719,-0.008219178082191747
T001,A722,0.03382394031158209
T001,A724,-0.036726128016789095
T001,A727,-0.02041061351902984
T001,A732,-0.06521739130434777
T001,A733,-0.07047619047619047
T001,A734,0.01913265306122458
T001,A736,-0.022177419354838742
T001,A738,-0.054545454545454564
T001,A740,-0.02754872858062796
T001,A745,-0.10562325209748302
T001,A746,0.04426229508196712
T001,A747,-0.006784260515603768
T001,A752,-0.03629032258064513
T001,A753,-0.009324733856554523
T001,A759,0.06529209621993126
T001,A766,-0.02529761904761907
T001,A772,-0.04213938411669371
T001,A773,0.03267973856209161
T001,A775,0.011787819253438192
T001,A776,0.14511873350923474
T001,A778,0.0
T001,A779,-0.050535987748851485
T001,A786,0.00990099009900991
T001,A788,0.022786936889635626
T001,A789,0.017719486081370528
T001,A794,0.0460893854748603
T001,A795,0.021671826625387025
T002,A005,-0.029900332225913595
T002,A006,-0.002109704641350185
T002,A007,0.04823932212467241
T002,A011,-0.04505332449934818
T002,A012,-0.06266318537859006
T002,A017,0.05697445972495085
T002,A019,0.028436018957346043
T002,A021,-0.05522682445759364
T002,A024,0.06371191135734078
T002,A030,0.033419023136246784
T002,A031,-0.06169131238447322
T002,A032,0.02644503211182481
T002,A034,-0.017015706806282727
T002,A037,-0.08753315649867377
T002,A038,0.014134275618374659
T002,A039,-0.020061728395061703
T002,A041,-0.02638935480263893
T002,A043,0.04179566563467496
T002,A045,-0.09282700421940926
T002,A046,-0.026859504132231368
T002,A050,0.0369357045143639
T002,A051,-0.04410035280282243
T002,A060,-0.06221547799696514
T002,A062,0.0038071232588974273
T002,A066,0.007537560478736881
T002,A067,0.10822060353798137
T002,A069,-0.052961127054526484
T002,A071,-0.09451963612158863
T002,A072,0.0017035775127767214
T002,A074,-0.003154574132492094
T002,A076,-0.11648351648351653
T002,A078,0.08800000000000008
T002,A080,-0.013431013431013385
T002,A086,-0.015873015873015928
T002,A087,0.04662379421221874
T002,A092,0.026186579378068675
T002,A094,0.03956851079489687
T002,A101,0.017692198379991364
T002,A106,-0.07399577167019022
T002,A108,0.012452553176251602
T002,A110,0.06784660766961648
T002,A111,-0.026764804282368715
T002,A115,0.02008928571428581
T002,A116,-0.023201856148491903
T002,A117,0.010734511030344064
T002,A118,-0.02834645669291336
T002,A122,0.011666666666666714
T002,A124,-0.06378986866791747
T002,A127,0.014986376021798309
T002,A128,-0.07631624078202713
T002,A132,-0.027295285359801524
T002,A135,0.016483516483516425
T002,A144,-0.020242914979757054
T002,A145,-0.013100436681222738
T002,A147,-0.1020408163265306
T002,A154,0.10152774055213087
T002,A158,-0.014727540500736325
T002,A159,0.049689440993788914
T002,A165,0.05164319248826299
T002,A168,-0.02164502164502169
T002,A172,-0.0046224961479198745
T002,A175,0.017956656346749256
T002,A179,0.02830188679245293
T002,A181,0.014370245139475825
T002,A184,0.0146520146520146
T002,A185,-0.027118644067796627
T002,A188,0.01085956193631521
T002,A191,-0.01015228426395942
T002,A194,-0.11354581673306775
T002,A196,-0.02641509433962264
T002,A197,-0.0490196078431373
T002,A202,0.026239067055393583
T002,A204,-0.032727272727272716
T002,A205,-0.07053571428571426
T002,A206,0.061872909698996725
T002,A207,-0.020061728395061703
T002,A210,-0.0237467018469657
T002,A214,-0.0016313213703099685
T002,A216,-0.01851851851851849
T002,A217,-0.03448275862068961
T002,A219,-0.0182648401826484
T002,A222,0.0
T002,A223,-0.040968342644320255
T002,A230,-0.02545454545454551
T002,A232,-0.040187891440501056
T002,A236,-0.014621951794726697
T002,A237,0.05242966751918154
T002,A238,0.0
T002,A239,0.019379844961240345
T002,A244,-0.038461538461538436
T002,A245,-0.04482225656877903
T002,A249,-0.12526029877772749
T002,A250,-0.0488656195462478
T002,A252,-0.0539906103286385
T002,A253,-0.0029041626331074433
T002,A254,-0.057213930348258724
T002,A257,-0.02143622722400862
T002,A260,0.07475317348378008
T002,A261,-0.034572733202870236
T002,A265,-0.01192376842862275
T002,A270,-0.058219178082191785
T002,A271,0.0041769670104849785
T002,A272,-0.05463182897862229
T002,A280,-0.028892455858748
T002,A284,-0.01673640167364021
T002,A287,0.0
T002,A298,-0.006389776357827448
T002,A302,-0.0703812316715543
T002,A303,0.009310986964618184
T002,A305,0.0
T002,A306,-0.0022598870056497193
T002,A308,0.008081709845472629
T002,A310,0.0
T002,A314,0.05293440736478705
T002,A318,-0.05112414287552625
T002,A319,-0.029585798816568087
T002,A320,-0.016339869281045805
T002,A322,-0.060773480662983374
T002,A324,0.006279434850863463
T002,A325,0.036407766990291364
T002,A327,0.029230769230769168
T002,A328,-0.0714895069100836
T002,A329,-0.05500827053850399
T002,A333,-0.25139119398613685
T002,A340,0.009689922480620172
T002,A343,-0.015657740219668925
T002,A349,-0.05535055350553508
T002,A352,-0.0220588235294118
T002,A355,-0.05370451556334943
T002,A358,-0.03781552311556535
T002,A360,-0.039640507141710746
T002,A361,0.0
T002,A363,0.02791878172588836
T002,A365,0.04044117647058832
T002,A366,0.08488372093023266
T002,A369,-0.06686867295640797
T002,A370,-0.060759493670886074
T002,A376,0.036351863842382766
T002,A377,-0.0017703201970443727
T002,A378,-0.013586956521739135
T002,A379,-0.02628418945963973
T002,A390,-0.003505952815718305
T002,A391,0.012106537530266248
T002,A392,-0.10436137071651086
T002,A394,0.02805836139169471
T002,A399,-0.024142158315955453
T002,A400,-0.007561436672967825
T002,A401,-0.13423459244532798
T002,A410,-0.013477088948787077
T002,A417,0.215745461962064
T002,A419,-0.044921875
T002,A421,-0.003968253968253954
T002,A422,-0.022556390977443663
T002,A424,0.04095112285336855
T002,A426,-0.013574660633484116
T002,A429,-0.06355860330999052
T002,A430,-0.11801242236024845
T002,A432,0.002416595380667186
T002,A433,-0.0224286470616547
T002,A437,-0.04118616144975285
T002,A442,0.04952830188679247
T002,A443,-0.014308426073131987
T002,A444,0.06493506493506485
T002,A445,-0.008510638297872353
T002,A447,-0.008502598016060459
T002,A455,-0.19333333333333336
T002,A457,-0.010558069381598756
T002,A462,-0.025147137506688063
T002,A464,-0.03513513513513511
T002,A468,-0.07757575757575763
T002,A469,0.0925581806919742
T002,A473,-0.04554079696394686
T002,A478,-0.020202020202020214
T002,A483,-0.02000000000000001
T002,A485,0.0
T002,A488,0.0
T002,A489,0.007109004739336511
T002,A491,-0.02508960573476704
T002,A494,0.03240740740740744
T002,A496,0.037189627442772544
T002,A497,0.3070374574347332
T002,A501,-0.07727916761305254
T002,A502,0.033797594714075174
T002,A504,-0.0685444656557288
T002,A505,0.056899004267425335
T002,A506,0.06000000000000005
T002,A507,0.02460850111856816
T002,A509,-0.003994673768308976
T002,A513,0.1087045176491912
T002,A514,-0.06959152798789714
T002,A517,-0.033333333333333326
T002,A518,-0.009584664536741228
T002,A520,-0.06690140845070425
T002,A522,-0.03891050583657585
T002,A523,-0.04584221748400852
T002,A529,-0.026963657678780728
T002,A530,-0.028524150973130543
T002,A537,0.035820377300258555
T002,A538,-0.03125
T002,A540,0.0144714899398366
T002,A541,-0.0367816091954023
T002,A548,-0.020158273381294944
T002,A551,0.0254545454545454
T002,A552,-0.007334581772784009
T002,A553,-0.031605562579013924
T002,A557,-0.0589887640449438
T002,A558,-0.024714828897338448
T002,A564,-0.05000000000000005
T002,A565,0.04379562043795615
T002,A566,-0.011620821727019505
T002,A574,0.011673151750972721
T002,A581,0.2171945701357465
T002,A587,-0.011432354888545548
T002,A591,0.0015649452269170805
T002,A594,0.09004203769832309
T002,A599,0.06969696969696959
T002,A606,-0.06344827586206891
T002,A609,-0.01625320786997431
T002,A610,0.008583690987124415
T002,A614,0.015576323987538832
T002,A616,0.05000000000000005
T002,A618,0.009626955475330993
T002,A619,-0.060483870967741875
T002,A620,-0.019830028328611915
T002,A627,-0.00536672629695889
T002,A628,-0.04766949152542377
T002,A636,0.017830609212481363
T002,A637,0.01744186046511631
T002,A640,-0.02033898305084747
T002,A641,-0.10012360939431396
T002,A643,-0.006954102920723182
T002,A645,-0.012345679012345734
T002,A647,0.0034628359509394357
T002,A648,-0.038812785388127824
T002,A649,0.025316455696202445
T002,A652,-0.05045871559633031
T002,A653,-0.011236097523213641
T002,A658,0.0
T002,A659,0.030769230769230663
T002,A662,0.026881720430107503
T002,A663,0.17834394904458595
T002,A664,-0.012674563303682551
T002,A666,0.013239777805621687
T002,A668,-0.01666666666666672
T002,A670,-0.02492703794027107
T002,A673,0.012181616832779518
T002,A675,-0.02316602316602312
T002,A683,-0.07358490566037734
T002,A687,-0.03464203233256346
T002,A688,0.004513835214098093
T002,A690,-0.02490564694153674
T002,A692,0.01407594936708856
T002,A694,-0.023706896551724088
T002,A696,-0.021405049396267858
T002,A697,-0.034188034188034185
T002,A698,0.01412066752246477
T002,A699,0.00390625
T002,A701,0.02680412371134011
T002,A702,-0.07800453514739225
T002,A708,0.01966717095310133
T002,A709,0.0012759984688017756
T002,A711,-0.03067484662576692
T002,A713,0.012068481616615223
T002,A719,-0.04143646408839774
T002,A722,0.011379108838568408
T002,A724,-0.023965141612200425
T002,A727,-0.042897413898762116
T002,A732,-0.15348837209302324
T002,A733,-0.002049180327868827
T002,A734,-0.02377972465581979
T002,A736,-0.010309278350515427
T002,A738,-0.006009615384615419
T002,A740,0.028329160946458883
T002,A745,-0.0393656820592998
T002,A746,0.007849293563579218
T002,A747,-0.016393442622950838
T002,A752,0.03765690376569042
T002,A753,-0.04941564044238767
T002,A759,0.008064516129032251
T002,A766,-0.00916030534351142
T002,A769,0.01763668430335108
T002,A772,-0.025380710659898442
T002,A773,-0.012658227848101222
T002,A775,-0.005825242718446644
T002,A776,0.04691244239631343
T002,A778,-0.08500426621160406
T002,A779,0.08870967741935476
T002,A786,-0.02083333333333337
T002,A788,0.040349075975359305
T002,A789,-0.04747251591184054
T002,A794,0.09078771695594123
T002,A795,0.07121212121212127
T003,A005,-0.020547945205479427
T003,A006,-0.06342494714587743
T003,A007,-0.005309928288597332
T003,A011,-0.005751885588952788
T003,A012,-0.03342618384401118
T003,A017,0.040892193308550207
T003,A019,-0.055299539170506895
T003,A021,0.03235908141962418
T003,A024,0.02213541666666674
T003,A030,0.0074626865671640905
T003,A031,-0.013647144208711827
T003,A032,-0.05386563900495789
T003,A034,-0.014647137150466059
T003,A037,-0.020348837209302358
T003,A038,-0.08362369337979092
T003,A039,-0.05826771653543305
T003,A041,0.07315952681750315
T003,A043,-0.03566121842496284
T003,A045,-0.041860465116279055
T003,A046,-0.010615711252653924
T003,A050,0.0026385224274405594
T003,A051,-0.029116259995899063
T003,A054,-0.05059523809523814
T003,A060,-0.05663430420711979
T003,A062,-0.1074506624118855
T003,A066,-0.06427235505231765
T003,A067,0.018779342723004744
T003,A069,-0.01863260706235914
T003,A071,-0.028546924773339862
T003,A072,-0.05272108843537415
T003,A074,-0.009493670886076
T003,A076,-0.0074626865671642015
T003,A078,-0.016176470588235348
T003,A080,-0.04084158415841588
T003,A086,0.017921146953405076
T003,A087,0.07834101382488479
T003,A092,-0.0430622009569378
T003,A094,-0.038062436851459935
T003,A101,-0.00666759757034141
T003,A106,-0.031963470319634764
T003,A108,-0.036889340819664884
T003,A110,-0.08839779005524863
T003,A111,-0.02715709865933313
T003,A115,0.0919037199124726
T003,A116,0.02969121140142517
T003,A117,0.010620505101187394
T003,A118,0.0
T003,A122,0.0313014827018121
T003,A124,0.012024048096192395
T003,A127,0.018791946308724945
T003,A132,-0.08163265306122447
T003,A135,-0.013513513513513488
T003,A144,-0.04132231404958675
T003,A145,0.017699115044247815
T003,A147,-0.02272727272727271
T003,A154,-0.017387012228610388
T003,A158,-0.014947683109118091
T003,A159,-0.059171597633136064
T003,A165,-0.0669642857142857
T003,A168,-0.042035398230088505
T003,A172,-0.04489164086687303
T003,A175,0.00364963503649629
T003,A179,0.04587155963302747
T003,A181,0.07107142857142867
T003,A184,-0.03971119133574008
T003,A185,-0.020905923344947785
T003,A188,0.0
T003,A191,0.19615384615384607
T003,A194,-0.05168539325842692
T003,A196,0.0
T003,A197,-0.012886597938144284
T003,A202,-0.0625
T003,A204,-0.02631578947368418
T003,A205,-0.0182516810758886
T003,A206,0.11496062992125974
T003,A207,-0.026771653543307128
T003,A210,-0.03513513513513511
T003,A214,-0.039215686274509776
T003,A216,0.06289308176100628
T003,A217,0.08928571428571419
T003,A219,-0.023255813953488413
T003,A223,-0.03300970873786413
T003,A230,-0.09452736318407964
T003,A232,0.04187058183795545
T003,A236,-0.04604853764779093
T003,A237,-0.008505467800729027
T003,A238,-0.04340277777777779
T003,A239,-0.02661596958174905
T003,A244,-0.016000000000000014
T003,A245,-0.017799352750809017
T003,A249,-0.0715986130518036
T003,A250,-0.01467889908256881
T003,A252,-0.018610421836228297
T003,A253,0.0
T003,A254,-0.03825857519788922
T003,A257,-0.09200438116100762
T003,A260,0.06692913385826782
T003,A261,-0.04256756756756752
T003,A265,-0.03714917899149883
T003,A270,0.08363636363636373
T003,A271,-0.016553480475381962
T003,A272,-0.060301507537688474
T003,A280,-0.013223140495867812
T003,A284,-0.029787234042553238
T003,A287,0.0598591549295775
T003,A298,0.05466237942122176
T003,A303,-0.08210332103321039
T003,A304,0.011529808773903305
T003,A305,0.0
T003,A306,-0.015855039637599044
T003,A308,-0.04277632445218693
T003,A310,0.0043859649122806035
T003,A314,-0.03715846994535521
T003,A319,0.033536585365853584
T003,A320,-0.08637873754152825
T003,A322,0.026470588235294024
T003,A324,-0.0249609984399376
T003,A325,-0.05854800936768145
T003,A327,-0.11808669656203286
T003,A329,-0.03349086877880858
T003,A333,-0.0022170057381325488
T003,A340,0.011516314779270731
T003,A343,-0.03636732243249352
T003,A349,-0.0546875
T003,A352,-0.03258145363408527
T003,A355,-0.0035904563354181023
T003,A358,-0.05895519301945705
T003,A360,-0.047125668449197855
T003,A361,-0.022169437846397463
T003,A363,-0.04938271604938271
T003,A365,-0.0035335689045936647
T003,A366,-0.013933547695605621
T003,A369,-0.003468634686346839
T003,A370,-0.04716981132075471
T003,A376,-0.00874687611567293
T003,A377,-0.03743542293160618
T003,A378,0.009641873278236844
T003,A379,0.0589887640449438
T003,A390,0.028219599794766518
T003,A391,-0.015550239234449759
T003,A392,0.008695652173912993
T003,A394,0.012008733624454091
T003,A399,0.007812296569845722
T003,A400,-0.0038095238095238173
T003,A410,-0.024590163934426257
T003,A417,-0.13749832237283588
T003,A419,-0.009202453987730008
T003,A421,-0.06374501992031878
T003,A422,-0.038461538461538436
T003,A424,0.002538071065989911
T003,A426,0.027522935779816567
T003,A429,-0.0057703255188117355
T003,A430,0.010563380281690238
T003,A432,0.002432103769760774
T003,A433,-0.004972674905223795
T003,A437,-0.027491408934707917
T003,A441,0.04379562043795615
T003,A442,-0.001123595505618025
T003,A443,-0.04354838709677422
T003,A444,0.03963414634146334
T003,A445,0.0
T003,A447,-0.005104471517048959
T003,A455,-0.09090909090909094
T003,A457,-0.04268292682926833
T003,A464,0.028011204481792614
T003,A468,0.01576872536136653
T003,A469,0.012067708755163277
T003,A473,0.053677932405566516
T003,A478,-0.016036655211912998
T003,A483,0.020408163265306145
T003,A485,-0.020408163265306145
T003,A488,-0.03845450388660265
T003,A489,0.04235294117647048
T003,A491,0.022058823529411686
T003,A496,0.04851626059434544
T003,A497,0.017802865827182046
T003,A501,0.01970414478619653
T003,A502,-0.02395622585984913
T003,A504,-0.011330239752513571
T003,A505,0.02691790040376852
T003,A506,-0.01415094339622647
T003,A507,-0.0021834061135370675
T003,A509,-0.029411764705882363
T003,A513,-0.05981281674023209
T003,A517,-0.008620689655172377
T003,A518,-0.09677419354838712
T003,A520,0.03396226415094339
T003,A522,0.020242914979757158
T003,A523,-0.08715083798882682
T003,A529,-0.015662650602409678
T003,A530,-0.05126125395409198
T003,A537,-0.05432130952159253
T003,A538,-0.1172043010752688
T003,A540,-0.049285512381067376
T003,A541,0.10262529832935564
T003,A548,0.0
T003,A549,0.05463786531130888
T003,A551,0.017730496453900683
T003,A552,0.05863857883980516
T003,A553,-0.007832898172323799
T003,A557,-0.037313432835820885
T003,A558,0.033138401559454245
T003,A564,-0.05648267008985874
T003,A565,-0.006993006993006978
T003,A566,0.0
T003,A574,-0.0346153846153846
T003,A581,-0.026022304832713727
T003,A587,0.06496695838542599
T003,A591,-0.034375000000000044
T003,A594,-0.05432303545511097
T003,A599,-0.0028328611898017497
T003,A606,0.010309278350515427
T003,A609,-0.07652173913043481
T003,A610,-0.015602836879432647
T003,A614,-0.024539877300613463
T003,A616,-0.031746031746031744
T003,A618,-0.015494636471990453
T003,A619,-0.0042918454935622075
T003,A620,-0.031791907514450816
T003,A627,-0.026978417266187105
T003,A628,-0.02558398220244717
T003,A632,0.38429752066115697
T003,A636,0.014598540145985384
T003,A637,0.05333333333333323
T003,A640,0.01038062283737018
T003,A641,-0.01098901098901095
T003,A643,0.028011204481792614
T003,A645,0.04821428571428577
T003,A647,-0.06445364680737375
T003,A648,-0.011876484560570107
T003,A649,0.012345679012345734
T003,A652,-0.024154589371980683
T003,A653,-0.034759526118745665
T003,A658,0.0
T003,A659,0.0037313432835821563
T003,A662,0.02617801047120416
T003,A663,0.04324324324324325
T003,A664,0.0015638129026234182
T003,A666,-0.0104286892003298
T003,A668,-0.0847457627118644
T003,A670,-0.03833616925316219
T003,A673,-0.06564551422319476
T003,A675,0.0026350461133068928
T003,A683,0.0835030549898168
T003,A687,-0.06937799043062197
T003,A688,-0.02545320242528704
T003,A690,-0.00730286820148618
T003,A692,-0.037023167565408466
T003,A694,-0.03200883002207512
T003,A696,0.043777653143889816
T003,A697,-0.032448377581120964
T003,A698,-0.041772151898734185
T003,A699,0.007782101167315147
T003,A701,0.044176706827309335
T003,A708,0.010385756676557945
T003,A709,-0.10258697591436217
T003,A711,-0.014767932489451518
T003,A719,0.03458213256484144
T003,A722,-0.0014054823924690707
T003,A724,-0.0457589285714286
T003,A727,-0.020489179152260232
T003,A732,0.0
T003,A733,0.011293634496919893
T003,A734,0.00512820512820511
T003,A736,-0.0864583333333333
T003,A738,-0.016928657799274438
T003,A740,-0.05117089949582998
T003,A745,0.05737037898163223
T003,A746,0.0420560747663552
T003,A747,-0.05277777777777781
T003,A752,-0.0040322580645161255
T003,A753,-0.0741810380394422
T003,A759,0.0112000000000001
T003,A766,-0.023112480739599373
T003,A769,-0.012131715771230513
T003,A772,-0.03298611111111116
T003,A773,0.0
T003,A775,-0.0703125
T003,A776,-0.04481028259529885
T003,A778,-0.1191281035085674
T003,A779,0.034074074074074145
T003,A786,0.0538172715894869
T003,A788,-0.0387841705319254
T003,A789,-0.004983847364497307
T003,A794,-0.011015911872705007
T003,A795,-0.005657708628005631
T004,A005,-0.02097902097902093
T004,A006,0.06772009029345383
T004,A007,0.003558849427649058
T004,A011,-0.05323698901494689
T004,A012,-0.031700288184438034
T004,A017,-0.02857142857142858
T004,A019,0.01951219512195124
T004,A021,-0.013144590495449915
T004,A024,-0.001273885350318471
T004,A030,0.020987654320987703
T004,A031,-0.01006490946837302
T004,A032,-0.09407107388846936
T004,A034,-0.014864864864864826
T004,A037,-0.023738872403560873
T004,A038,-0.03802281368821292
T004,A039,0.0033444816053511683
T004,A041,-0.02777183219178081
T004,A043,0.021571648690292815
T004,A045,-0.012135922330097082
T004,A046,-0.01931330472102999
T004,A050,-0.043421052631578916
T004,A051,-0.02069693769799364
T004,A054,0.00940438871473348
T004,A060,-0.0068610634648370574
T004,A062,-0.05383386815537683
T004,A066,0.006387921022067422
T004,A067,-0.004608294930875556
T004,A069,-0.002220180676772321
T004,A071,-0.03165594652541304
T004,A072,0.021543985637342944
T004,A074,-0.03620873269435565
T004,A076,-0.007518796992481258
T004,A078,-0.028400597907324413
T004,A080,-0.05419354838709678
T004,A086,0.03521126760563376
T004,A087,-0.01139601139601143
T004,A092,0.07499999999999996
T004,A094,-0.007191486751717323
